# L2p8_m9_lc2 masked tSZ, q>5 (qfrommz_alpha_fixed_1p12); same masking as the binned_18 file; Delta ln ell = 0.4; ell_max = 10000; HEALPix Nside=4096 pixel window deconvolved
# ell_eff  1e12_D_ell_yy
1.005184e+02 3.025431e-02
1.499558e+02 5.093339e-02
2.237077e+02 8.440565e-02
3.337327e+02 1.439958e-01
4.978707e+02 2.433790e-01
7.427358e+02 4.030713e-01
1.108032e+03 6.282726e-01
1.652989e+03 9.180869e-01
2.465970e+03 1.206108e+00
3.678794e+03 1.401890e+00
5.488116e+03 1.402736e+00
8.187308e+03 1.199633e+00
