# L2p8_m9_lc4 masked tSZ, q>5 (qfrommz_alpha_fixed_1p12); same masking as the binned_18 file; Delta ln ell = 0.4; ell_max = 10000; HEALPix Nside=4096 pixel window deconvolved
# ell_eff  1e12_D_ell_yy
1.005184e+02 3.075464e-02
1.499558e+02 5.159299e-02
2.237077e+02 8.870964e-02
3.337327e+02 1.460386e-01
4.978707e+02 2.485099e-01
7.427358e+02 4.066181e-01
1.108032e+03 6.315200e-01
1.652989e+03 9.175093e-01
2.465970e+03 1.206543e+00
3.678794e+03 1.403185e+00
5.488116e+03 1.402893e+00
8.187308e+03 1.200821e+00
